Title,Abstract,Keywords,itr,Label
new approach predict daily ph rivers based trous redundant wavelet transform algorithm,prediction ph important issue managing water quality surface waters rivers lakes drinking water capacity artificial neural network ann wavelet artificial neural network wann traditional multiple linear regression mlr wavelet multiple linear regression wmlr models predict daily ph levels days ahead chattahoochee river gauging station near atlanta ga usa assessed proposed wann model original time series ph discharge decomposed split training testing series sub series trous wavelet transform algorithm wavelet coefficients summed obtain useful input time series ann model develop wann model ph prediction redundant trous algorithm used data decomposition model implementation indicated values day ahead ph predicted wann model closely matched observed values coefficient determination root mean square error rmse mean absolute error mae possible wann model accuracy attributed better predictive ability use remove noise caused ph shifts acid precipitation peak ph values predicted wann model closer observed values compared machine learning models,artificial neural network multiple linear regression trous algorithm river water quality ph,1905,320
systematic review associations functional mri activity polygenic risk schizophrenia bipolar disorder,genetic factors account liability schizophrenia scz bipolar disorder bd genome wide association studies successfully identified genes associated increased risk disorders allowed researchers model aggregate effect genes associated disease status create polygenic risk score pgrs individual imaging genetics using pgrs grown recent years studies published conducted systematic review examine effects pgrs scz bd cross psychiatric disorders brain function connectivity using fmri data results indicate effect genetic load scz bd brain function affects task related recruitment frontal areas prominent role independent task additionally results suggest polygenic architecture psychotic disorders regionally confined impacts task dependent recruitment multiple brain regions future imaging genetics studies large samples especially population studies uniquely informative mapping spatial distribution genetic risk psychiatric disorders brain processes various cognitive tasks lead discovery biological pathways crucial mediating link genetic factors alterations brain networks,polygenic risk score pgrs functional magnetic resonance imaging fmri schizophrenia bipolar disorder psychosis cognition,1593,259
ecology management invasive pinaceae world progress challenges,species family pinaceae invaders species relatively easy control intrinsic characteristics highly visible easy eliminate pinaceae species studied use forestry invasive behavior countries impacts invasive pinaceae ecological economic social review ecology management pinaceae invasions explore restoration invaded areas addressed ways prevent invasions deal planting invasive species better site selection invasion monitoring used successfully different parts world prevent invasion mechanical chemical methods used effectively control pinaceae invasions control effective early stages invasion old invasions problematic elimination expensive restoration native vegetation challenging areas native vegetation thrive pinaceae removed weeds colonize cleared areas attention needed prevent initiation spread invasions focusing control interventions early stages invasion finding new ways dealing sustainably conflicts foresters conservationists crucial non native pinaceae important parts economies landscapes countries continue play role future despite numerous challenges facing pinaceae invasion management approaches successful controlling proper application current techniques development efficient ones needed goal maximizing benefits minimizing negative impacts achieved,impacts herbicides management pinus restoration southern hemisphere tree invasions,1060,187
prco,mixed perovskites prco fe synthesized solgel citrate route following calcinations air prepared samples studied using dta tg xrd ftir uv vis spectroscopy nitrogen low temperature adsorption desorption electronic structure magnetic properties mixed praseodymium cobaltites ferrites calculated projector augmented wave method implemented abinit software package prepared perovskites tested photocatalysts dyes degradation visible illumination established crystalline perovskite phase photocatalytically active prepared materials semiconductors band gap ev intense absorption visible light fact sufficiently high specific surface area developed meso macroporous structure ensures increased photocatalytic activity active prco fe series sample fe highest specific surface area low value band gap higher deformation orthorhombic perovskite structure,cobaltites ferrites perovskite structure band gap meso macroporous structure photocatalytic degradation,595,113
combining dependent bodies evidence,dempster combination rule applied independent bodies evidence occurrence dependence bodies evidence result common source paper proposes improved method combining dependent bodies evidence takes significance common information sources consideration method based significance weighting operation decombination operation numerical example illustrated use effectiveness proposed method,information fusion decision making dempster shafer evidence theory dependent evidence,442,82
production characterisation xylanase endoglucanases produced,purpose penicillium roqueforti atcc cultivated rice husk residue produce multienzymatic extract characterised potential biotechnological applications methods optimisation fermentation conditions xylanase activity production evaluated using doehlert type experimental design results optimum xylanase activity represented deviation theoretically optimised value predicted quadratic model optimum conditions observed ph xylanase activity favoured particularly presence cu kinetic constants determined mg ml max endoglucanase activity possible adjust quadratic model maximal activities obtained enzyme optimum conditions ph cu acetone ethanol isopropanol increased endoglucanase activity conclusion substrate rice husk additives permitted acquisition xylanases endoglucanases similar obtained synthetic substrates justifying application substrate solid state fermentations,rice husk endoglucanases solid state fermentation xylanases,1952,331
delay distribution dependent non fragile state estimation discrete time neural networks event triggered mechanism,paper event triggered non fragile state estimation problem considered class uncertain discrete time neural networks random delays state dependent stochastic disturbances norm bounded uncertainty goes parameters addressed neural network model bernoulli stochastic variable introduced characterize probability distribution occurrence time delays phenomenon estimator gain variations considered account potential implementation error state estimator event triggered mechanism proposed hope mitigate network load orchestrate bandwidth utilization aim design non fragile state estimator error dynamics neuron state estimation globally asymptotically stable mean square means lyapunov stability theory delay distribution dependent sufficient conditions established ensure existence desired event triggered non fragile state estimators estimator parameters derived terms solution set linear matrix inequalities illustrative example utilized usefulness applicability proposed algorithm,neural networks state estimation delay distribution dependent criteria event triggered scheme non fragility,211,36
long term fertilization intensive cropping enhance carbon nitrogen accumulated soil clay sized particles red soil south china,purpose understanding underlying mechanism soil carbon nitrogen accumulation great significance soil sequestration climate change mitigation soil fertility improvement objective study evaluate response accumulation aggregates fine soil particles long term mineral fertilizer manure application materials methods treatments long term experiment double maize cropping examined study fertilizer control mineral nitrogen phosphorus potassium application npk doubled application rate npk npk pig manure mineral npk fertilizers manure combination npkm using physical particle sized fractionation analyzed soil organic carbon oc total nitrogen oc bulk soil aggregates coarse silt sized fraction fine silt sized fraction clay sized fraction treatments results discussion fertilizer application years particularly npkm treatments significantly increased concentration proportion oc total associated aggregates clay sized fraction compared control manure application significantly increased proportion oc points aggregates points clay sized fraction clay sized fraction associated non linear response accumulation bulk soil contributing approximately soil oc total respectively mass proportion aggregates mass ratio aggregates fine soil particles increased significantly accumulation fine silt sized clay sized fraction conclusions organic carbon total nitrogen accumulation soil clay sized particles play important role soil sequestration red soil results suggested accumulation fine soil particles benefit soil aggregation intensive cropping south china,long term fertilization organic carbon physical particle sized fractionation soil aggregation total nitrogen,1120,192
fully non stationary linear coregionalization model multivariate random fields,paper introduces extension traditional stationary linear coregionalization model handle lack stationarity proposed model coregionalization matrices spatially dependent basic univariate spatial dependence structures non stationary parameter estimation procedure proposed non stationary linear coregionalization model developed local stationarity framework proposed estimation procedure based method moments involves matrix valued local stationary variogram kernel estimator weighted local squares method combination kernel smoothing technique local parameter estimates knitted prediction simulation purposes proposed non stationary multivariate spatial modeling approach illustrated using real bivariate data examples prediction performance comparison carried classical stationary multivariate spatial modeling approach according criteria prediction performance proposed non stationary multivariate spatial modeling approach appears significantly better,linear coregionalization model non stationarity local stationarity non parametric cokriging cosimulation,1257,209
hyponatremia new predictor mortality patients shiga toxin producing,objectives evaluate mortality rate patients shiga toxin producing escherichia coli hemolytic uremic syndrome determine leading causes death identify predictors mortality hospital admission methods conducted multicentric observational retrospective cross sectional study included patients years old shiga toxin producing escherichia coli hemolytic uremic syndrome hospitalized january june clinical laboratory data obtained argentine national epidemiological surveillance hemolytic uremic syndrome clinical laboratory variables compared deceased non deceased patients univariate multivariate analyses performed roc curves area curve obtained results seventeen patients died central nervous involvement main cause death predictors death central nervous involvement number days beginning diarrhea hospitalization hyponatremia high hemoglobin high leukocyte counts low bicarbonate concentration admission multivariate analysis central nervous involvement sodium concentration hemoglobin independent predictors best cut sodium meq hemoglobin dl conclusions mortality low children shiga toxin producing escherichia coli hemolytic uremic syndrome central nervous involvement main cause death best mortality predictors central nervous involvement hemoglobin sodium concentration hyponatremia new shiga toxin producing escherichia coli hemolytic uremic syndrome mortality predictor,thrombotic microangiopathy acute kidney injury typical hemolytic uremic syndrome outcome typical uremic syndrome,1880,314
comirror algorithm random constraint sampling convex semi infinite programming,comirror algorithm beck et al oper res lett designed solve convex optimization problems functional constraint iteration performs mirror descent update using subgradient objective function subgradient constraint function depending constraint violation tolerance paper combine comirror algorithm inexact cut generation create sip com algorithm solving semi infinite programming sip problems provide general error bounds sip com propose specific random constraint sampling schemes approximately solve cut generation problem generic sip objective constraint functions generally convex randomized sip com achieves mathcal sqrt convergence rate expectation terms optimality gap sip constraint violation objective constraint functions strongly convex rate improved mathcal,semi infinite programming random constraint sampling corporative stochastic approximation,1850,308
quantum router modulated dipole dipole interaction shaped coupled cavity array,abstract theoretically investigate single photon router using dipole dipole interaction ddi atoms embedded multichannel coupled cavity arrays ccas atoms symmetrically coupled cavity ddi influences height position peaks gives rise shift position resonance shown effects ddi similar positive detuning hand atom cavity asymmetric coupling case fano line shapes revealed evidently scattering spectra adjusting interatomic ddi fano resonance controlled modulating atom cavity coupling strength detuning presence ddi finally incident channel total reflection single photon obtained based coherent resonance existence photonic bound states based characteristics feasible scheme generate fano typed router useful designing single photon devices graphical abstract,quantum optics,1928,323
construction bi,abstract bi cds nanosheet arrays constructed simple step method firstly bioi nanosheet arrays electrochemically grown surface conductive fto substrate converted bi nanosheet arrays ion exchange finally cds hydrothermally deposited surface bi nanosheet arrays form hybrid bi cds nanosheet arrays obtained hybrid heterojunction arrays used photoanodes photoelectrochemical hydrogen evolution enhanced performance prolonged stability photocurrent density elegant bi cds nanosheet arrays reaches cm rhe illumination mw cm sun simulator times higher pure bi nanosheet arrays photocurrent density decline obviously continuous operation ultimately rational mechanism proposed elucidate high performance excellent stability bi cds nanosheet arrays photoelectrochemical cells graphic abstract obtain nanosheet arrays arrays bi cds nanosheets fto substrate synthesized electrodeposition ion exchange hydrothermal process bi cds nanosheet photoanodes better photoactive photostability compared bare bi cds nanosheets photoelectrochemical splitting water,bi cds nanosheet arrays photoanode hydrogen evolution photoelectrochemical heterostructure,794,142
dynamics approach simulating water resources urban water emphasis sustainability groundwater,water resources management important driver social economic development water shortage critical issues threatening human welfare public health ecosystems issue turned major challenge river basins world imbalance water supply demand use simulation models effective tools providing water managers scientifically supported decisions dealing complex uncertain water resource systems dynamics approach serves management tool play important role understanding cause effect water resources systems present study dynamics approach applied simulate management strategies dealing tehran metropolitan water resources systems developed model trend water storage year period effectiveness water supply strategies simulated results despite growing shortage water resources optimal use existing resources appropriate strategies reduce water deficit years,systems dynamics simulation urban water management water shortage tehran groundwater,1258,208
evaluation drilled flange connections combined arrangements holes notches,reduced beam section rbs connections used improve seismic behavior rigid connections brittle failure lateral torsional buckling drawbacks connections drilled flange connections dfc novel configurations rbs connections form reduction beam section reduce probability local buckling tearing beam flange drilled holes drawbacks connections implementation proper arrangements holes notches uniform strain distribution welds drilled flanges experimental studies conducted welded unreinforced flange wuf connection suggested sample drilled flange connection combined circular holes notches cdfc results experimental studies used validate analytical models evaluate seismic performance different arrangements flange drilling various analytical models prepared behavioral indexes compared results analytical studies revealed applying proper drilling pattern potential brittle failure local buckling drilled zone dfc connections reduced studied arrangements wuf rbs dfcs inclined parallel combined notches holes drilling patterns cdfc combined notches holes drilling patterns performed better connections remarkable reductions damage indexes observed connection implementing pattern equivalent plastic strain reduced groove welds comparing conventional rbs connections,reduced beam section connections drilled flange connections drilling configuration beam flange combined circular holes notches cdfc inclined drilling configuration parallel drilling configuration,1595,258
,novel endophytic actinomycete strain designated km isolated seeds ginkgo biloba yangling china polyphasic approach used study taxonomy strain km range phylogenetic chemotaxonomic properties consistent members genus streptomyces diamino acid cell wall peptidoglycan identified diaminopimelic acid diagnostic sugars detected cell hydrolysates predominant menaquinones identified mk mk diagnostic phospholipids phosphatidylethanolamine phosphatidylcholine dna content novel strain determined mol predominant cellular fatty acids identified iso iso cyclo phylogenetic analysis based rrna gene sequence revealed strain closely related streptomyces carpaticus jcm streptomyces harbinensis dsm streptomyces cheonanensis jcm dna dna hybridizations close relatives gave similarity values respectively indicated strain km represents novel species genus streptomyces consistent morphological physiological chemotaxonomic data cumulatively data suggest strain km represents novel streptomyces species streptomyces ginkgonis sp nov proposed type strain km cctcc aa kctc,endophyte streptomyces ginkgonis sp nov ginkgo biloba polyphasic approach,1637,262
measurement unwinding force dna double helix,review devoted measurement methods bond rupture forces complex biological molecules unwinding forces dna double helix mechanical methods affecting electromagnetically study especially significant biological systems considered main methods atomic force microscopy rupture event scanning new method based mechanical action simpler instrumental implementation capabilities methods compared shown promising investigate chemical bond rupture forces biological systems application methods study strength chemical bonds associated overcoming numerous technical difficulties performance measurements chemical modification conjugated surfaces demonstrate applicability methods fundamental studies strength chemical bonds determining stability related possibility functioning dimensional biomolecular complexes design biosensors based mechanical effect quartz crystal microbalance qcm opportunity rapid analysis dna,intermolecular forces qcm oligonucleotides complementarity atomic force microscopy,1797,302
supervised machine learning diagnostic classification large scale neuroimaging datasets,growing concerns generalizability machine learning classifiers neuroimaging order evaluate aspect relatively large heterogeneous populations investigated disorders autism spectrum disorder attention deficit hyperactivity disorder post traumatic stress disorder alzheimer disease applied different machine learning classifiers based diverse principles training validation hold test data belonged samples diagnosis differing age range acquisition site results indicate overfitting huge problem heterogeneous datasets especially fewer samples leading inflated measures accuracy fail generalize general clinical population different classifiers tended perform different datasets order address propose consensus classifier combining predictive power classifiers consensus classifier sensitive unmatched training validation holdout test data finally combined feature importance scores obtained classifiers infer discriminative ability connectivity features functional connectivity patterns identified robust classification algorithm used age acquisition site differences diagnostic predictive ability addition univariate statistically significant group differences groups matlab toolbox called machine learning neuroimaging malini implements different classifiers consensus classifier available lanka et al toolbox following url https github com pradlanka malini,resting state functional mri supervised machine learning diagnostic classification functional connectivity autism adhd alzheimer disease ptsd,1593,259
potential gas chromatography atmospheric pressure chemical ionization tandem mass spectrometry screening quantification hexabromocyclododecane,fast method screening quantification hexabromocyclododecane sum isomers gas chromatography using triple quadrupole mass spectrometer atmospheric pressure chemical ionization gc apci qqq proposed novel procedure makes use soft atmospheric pressure chemical ionization source results fragmentation analyte conventional electron impact ei chemical ionization ci sources favoring formation br ion enhancing sensitivity selectivity detection based consecutive loses hbr br ion form specific br br ions selected quantitation qualification transitions respectively parameters affecting ionization ms ms detection studied method performance evaluated calibration curves linear pg pg total hbcd concentration instrumental detection limit estimated pg repeatability reproducibility expressed relative standard deviation better cases application different real samples polyurethane foam disks pufs food marine samples pointed rapid way identify allow quantification compound number polybrominated diphenyl ethers bde congeners novel brominated flame retardants decabromodiphenyl ethane dbdpe bis tribromophenoxy ethane btbpe presence fraction performing usual sample treatment,atmospheric pressure chemical ionization gas chromatography hexabromocyclododecane brominated flame retardants polyurethane foam puf disks,452,84
long term efficacy safety pyloroplasty combined gastric electrical stimulation therapy gastroparesis,introduction gastroparesis delayed gastric emptying mechanical obstruction symptomatic improvement gastric electrical stimulation address delayed gastric emptying pyloroplasty added study examines long term efficacy safety simultaneous gastric electrical stimulator implantation pyloroplasty methods prospective single arm trial conducted females mean age gastroparesis patients underwent simultaneous gastric electrical stimulator implantation heineke mikulicz pyloroplasty studied underwent simultaneous robot assisted pyloroplasty gastric electrical stimulator implantation diagnosis gastroparesis based gastric emptying test defined retention isotope total symptom scores assessing severity nausea early satiety bloating vomiting post prandial fullness epigastric pain obtained baseline follow visits ranging months mean results follow data patients available analysis improvement total symptom score follow mean retention decreased gastric emptying normalized post surgical complications conclusions combination gastric electrical stimulator pyloroplasty significantly accelerated gastric emptying improved gastroparesis symptoms combining surgical therapies improves subjective objective endpoints drug refractory gastroparesis,neurostimulator gastroparesis pyloroplasty gastric emptying enterra,1205,201
double layered matrix shellac wax lutrol controlled dual drug release,double layered matrix tablets prepared shellac wax lutrol fabricated using molding technique release hydrochlorothiazide propranolol hcl inner tablet outer layer studied simultaneous determination dual drug release measured derivative uv spectrophotometry tablet containing shellac wax outer tablet lutrol inner tablet appropriate drug release size inner layer influenced rate drug release addition aqueous solubility drug components inner tablet outer layer affected drug release behavior double layered tablets exhibited drug release pattern fitted zero order kinetic restriction release surface biphasic drug release pattern tablet outer layer rapidly eroded drug dissolution data drug loaded outer layer predict dissolution time outer layer drug loaded inner double layered matrix tablet incorporation lutrol increased drug release shellac wax matrix zero order release attained fabricating double layered tablet,double layered matrix dual drug release lutrol shellac wax tablet,1002,175
linear permanent magnet synchronous motor drive using aaennb control error compensation controller cpso,nonlinear friction uncertainty effects linear permanent magnet synchronous motor lpmsm existing linear controllers achieve good control performance order increase robustness uncertainties disturbances proposed adaptive amended elman neural network backstepping aaennb control error compensation controller adopted controlling lpmsm drive firstly field oriented control foc applied formulate dynamic equation lpmsm drive secondly backstepping approach proposed controlling motion lpmsm drive proposed backstepping control mover position lpmsm drive possess good transient control performance uncertainties action tracking periodic references lpmsm nonlinear time varying dynamic characteristics adaptive amended elman neural network uncertainty observer aaennuo adaptive law proposed estimate required lumped uncertainty error compensation controller error estimation law proposed compensate minimum reconstructed error according lyapunov stability theorem furthermore improve convergent speed obtain better learning performance varied learning rate weight aenn regulated use corrected particle swarm optimization cpso algorithm segment regulation mechanics innovativeness using cpso algorithm usefulness proposed control confirmed experimental results,backstepping control elman neural network linear permanent magnet synchronous motor lyapunov stability,350,63
design synthesis biological evaluation hydrazone derivatives anti proliferative agents,series triaryl substituted hydrazones structural acyclic prototypes synthesized screened anti proliferative activity breast michigan cancer foundation md anderson metastatic breast uterine cancer ishikawa cell lines compounds active maximum inhibition functional estrogen receptor containing michigan cancer foundation cells ic ishikawa cells ic compound selectively active er negative md anderson metastatic breast cells ic inhibitory effect breast cancer uterine cancer cells er antagonistic action supported molecular docking studies,hydrazones estrogen receptor antagonists anti proliferative anti cancer,1697,279
classification metamorphic rocks using modified fuzzy cluster analysis geophysical log data evidence chinese continental scientific drilling main hole,lithology important data evaluating reservoir mainly carried cores recovery laboratory expensive interpretation time consuming accurate identification lithology fundamentally crucial evaluate reservoir geophysical log data pattern recognition statistical analysis proved powerful methods constructing optimal model lithology recognition address issue fast practical means clustering algorithm proposed order better deal lithology recognition geophysical log data based traditional means clustering algorithm euclidean distance replaced mahalanobis distance initial cluster centers acquired average characteristic values selected randomly addition adding weight value characteristic value objective function lithology recognition model modified means clustering established method applied identify chinese continental scientific drilling main hole ccsd mh metamorphic rocks compared traditional means clustering accurate rate modified means clustering lithologic identification improved samples raised according modified means cluster algorithm kinds lithology cluster centers acquired samples classes samples determined analyzing hamming approach degree curves calculated undetermined samples cluster centers predicted results core recovery exactly comparison hamming approach degree identify ccsd mh lithology effectively accurately model applications areas,lithology recognition ccsd mh means clustering hamming approach degree cluster center geophysical log data weight value,1126,194
effect annealing mechanical thermomechanical characteristics ti,abstract properties ti pd ni alloy showing high temperature shape memory effect studied using samples mm bar various conditions annealing induced deformation data phase transformation temperatures mechanical thermomechanical characteristics alloy obtained range phase transformations occurs range acceptable values creating required safety device maximum values shape memory effect degree shape recovery respectively sufficient create functional security device selection annealing modes conditions inducing deformation successful way substantially increase thermomechanical characteristics alloy higher values thermomechanical characteristics previously obtained using samples cut strip thickness mm operating elements safety devices designed nuclear power facilities manufactured strip,effect annealing conditions inducing strain ti pd ni alloy high temperature shape memory effect bar differential thermal analysis mechanical characteristics thermomechanical characteristics,1616,261
synthesis characterization pvp coated tellurium nanorods antibacterial anticancer properties,antibiotic resistance predicament affects million people worldwide year prescription extensive use antibiotics bacteria generated resistance common antibiotic treatments promising approach target antibiotic resistant bacteria use metallic nanoparticles work environmentally safe synthesis tellurium nanoparticles explored rod shaped tellurium nanoparticles coated polyvinylpyrrolidone pvp prepared using facile hydrothermal reduction reaction transmission electron microscopy tem images used characterize size morphology nanoparticles narrow size distribution addition energy dispersive ray spectroscopy eds performed verify chemical composition nanoparticles antibacterial assays determined treatment nanoparticles concentrations ml induced decay growth gram negative gram positive bacteria antibiotic resistant non antibiotic resistance strains determine effects nanoparticles target cells cytotoxicity assays performed using human dermal fibroblasts hdf melanoma skin cancer cells durations treatment nanoparticles concentrations ml significant cytotoxicity hdf cells contrarily melanoma cells cytotoxic effect observed concentrations suggests nanoparticles possess anticancer properties melanoma cells antibacterial effects toxic healthy cells properties time pvp coated tellurium nanorods exploited treatment antibiotic resistant bacterial infections nanorods explored numerous antibacterial anticancer applications,nanoparticle nanorod tellurium bacteria cancer nanomedicine,1035,181
effects asymmetric rolling process ridging resistance ultra purified cr ferritic stainless steel,ferritic stainless steels significant non uniform recrystallization orientation substantial texture gradient usually occur degrade ridging resistance final sheets improve homogeneity recrystallization orientation reduce texture gradient ultra purified cr ferritic stainless steel work performed conventional asymmetric rolling processes conducted macro micro texture analyses investigate texture evolution different cold rolling conditions conventional rolling specimens observed deformation uniform thickness direction homogeneous shear deformation asymmetric rolling specimens formation uniform recrystallized grains random orientation grains final annealing sheets ridging resistance final sheets significantly improved employing asymmetric rolling process result indicates certainty texture gradient orientation inhomogeneity attributed non uniform deformation uniform orientation gradient thickness direction explained increased number shear bands obtained asymmetric rolling process,ferritic stainless steel asymmetric rolling surface ridging texture shear bands,512,93
experimental investigation cracking behavior printed kinked fissure,uniaxial compression tests carried printed samples various types kinked fissures using rock mechanics servo controlled testing photo elastic technique adopted characterize visualize stress distribution evolution printed models subjected vertical compression stress field loading process clearly captured high speed camera results fringes kinked fissure tips formed central symmetrical interference fringe pattern failure firstly occurred interference fringe highest order failure types tip cracking non tip cracking categorized basis crack propagation pattern printed samples tensile crack propagation wing cracks main form failure antisymmetric kinked fissures inclination branch fissures played key role location initial fracture finite element method applied numerically simulate process crack propagation isochromatic fringe patterns good agreement experimental investigation current work gives insight implication advanced technique quantify visualize distribution stress field provides understanding kinked fissure behavior failure,kinked fissure printing cracking behavior stress field non tip cracking photo elasticity,0,1
semantic based model triage patients emergency departments,triage process performed emergency department aims sort patients according need care performed speedily correctly process potentially increase chances survival patient complications study aims develop computer model called ubitriagem supports process triage using concepts web semantics ubiquitous computing focused healthcare evaluating proposal performed analysis scenario driven triage based previously determined ratings addition conducted usability evaluation emergency department developed prototype user groups nurses patients main scientific contribution automatic triage assessment based gathering patient data mobile devices performed automatically use reasoning technique ontology results evaluations positive automatic triage assessment assertive cases adjustments model cases regarding user satisfaction obtained rates considering perception utility ease use respectively,health services emergency department triage ubiquitous computing web semantics,957,166
removal,problem cyanobacteria blooms potable water production generated wide concern ferrate vi serving pre oxidation tactic applied enhance conventional fe ii coagulation microcystis aeruginosa laden water treatment lab scale results demonstrated ferrate vi pre oxidation successfully destabilize algae cells destroying protective organic layer residual ferrate vi post added fe ii provoke comproportionation reaction large amounts fe hydrolyzates fe oh formed situ fe oh abundant reactive surface responsible promotion flocs growth facilitating clustering cross linking algal organic matters aom cyanobacteria cells simultaneously resulting satisfactory reductions od turbidity uv overdose ferrate vi cause severe cell destruction release intracellular organic matter iom impair water quality increasing concentration dissolved organic carbon doc disinfection products formation potential dbpfp considering fe residual settled water optimal ferrate vi dose fe ii dose proposed synergistic effect degradation ferrate vi adsorption situ fe oh contributed removal doc microcystin lr study suggests ferrate vi potential candidate pre treatment assist fe ii coagulation addressing algae laden water,microcystis aeruginosa fe ii coagulation potassium ferrate vi algal organic matters disinfection byproducts,1562,252
fabrication characterization ionic polymer metal composite bending sensor,bending sensor fabricated ionic polymer metal composite ipmc characteristics sensor studied ipmc senor stacking nafion films water proofed parylene coating robust stable operated air experiments examining relation sensor signal deformation sensor output voltage sensor appeared linearly proportional curvature sensor proportional relation maintained realistic conditions like sensor surface mounted static dynamic fingerjoint sensor signal affected sensor size change length width thickness range tested reliability tests ipmc sensor characterized inferior mechanical sensors accuracy precision superior sensitivity resolution,ionic polymer metal composite ipmc sensor actuator,513,94
scientometric review research impacts climate change water quality,research impacts climate change water quality helps better formulate water quality strategies challenge uncertain future critical human survival development result recent years growing attention given research field attention led increasing number publications systematic literature review topic proposed current paper study reviewed related articles extracted science citation index expanded sci database analyse visualize historical trend evolution current research hotspots promising ideas future research combining traditional literature review bibliometric analysis scientific knowledge mapping results revealed impacts climate change water quality mainly included aggravation eutrophication changes flow hydrological thermal conditions destruction ecosystems biodiversity exploration influence mechanism climate change cyanobacteria emerging research topic additionally water quality conditions shallow lakes drinking water promising future research objects context climate change general rules water quality management scientific planning land use great significance need studied study provides practical valuable reference researchers help selection future research topics contribute development field,climate change water quality scientometrics bibliometrics hotspots prediction,107,16
functional properties roller processed fenugreek fractions,present study carried investigate functional properties roller milled fenugreek fractions coarse husk ch fine husk fh rich dietary fiber content flour fraction fl rich protein oil bulk density milled fractions embryo fraction lighter ml husk fraction heavier ml fenugreek flour wff ch fh highest water absorption capacities values respectively highest apparent viscosity recorded ch fl fraction observed lowest samples non newtonian behaviour tested temperatures measurement foaming emulsion properties wff roller milled fractions greatly affected ph levels minimum values emulsion properties obtained ph nearer isoelectric point protein,fenugreek milling physicochemical properties functional properties legume processing,140,24
risk factors conversion morbidity initial experience laparoscopic proctectomies retrospective study,aim study determine predictable factors conversion laparoscopic proctectomies postoperative morbidity order assist defining best candidates patients initial experience laparoscopic proctectomies rectal adenocarcinoma retrospective analysis consecutive patients underwent laparoscopic rectal resection rectal adenocarcinoma operated single surgeon performed predictive factors conversion postoperative morbidity analyzed using univariate multivariate analysis patients included men median age years seven patients tumors located cm anal verge sphincter preserving surgery performed patients thirty patients operated early period conversion rate multivariate analysis independent predictive factors conversion time period exp ci tumors located cm anal verge exp ci patients complicated postoperative course male gender associated postoperative complications ci study conversion rate influenced surgeon experience height tumor male gender predisposing factor higher morbidity rate results suggest women low rectal tumors requiring colo anal anastomosis abdomino perineal resection best candidates early surgeons experience laparoscopic proctectomies rectal adenocarcinoma,rectal neoplasms laparoscopy learning curve morbidity,1308,214
thermodynamic studies gas based reduction vanadium titano magnetite pellets,numerous studies focused reduction thermodynamics ordinary iron ore contrast literature contains thermodynamic studies gas based reduction vanadium titano magnetite vtm mixed atmospheres paper thermodynamic studies reduction oxidized vtm pellets systematically conducted atmosphere reducing agent results indicate vtm equivalent valence state difficult reduce ordinary iron ore reduction equilibrium diagram using reducing agent obtained clearly describes reduction process experiments performed investigate effects reduction temperature gas composition types iron ores reduction oxidized vtm pellets results final reduction degree increases increasing reduction temperature increasing molar ratio decreasing contents addition reduction processes various conditions discussed results reduction experiments consistent theoretical thermodynamic analysis study expected provide valuable thermodynamic theory industrial applications vtm,vanadium titano magnetite gas based reduction thermodynamics,481,90
nitrogen enrichment host plants increases mortality common lepidoptera species,recent decline lepidoptera species strongly correlates increasing intensification agriculture western central europe effects changed host plant quality agricultural fertilization insect group remain largely unexplored reason tested response common butterfly moth species host plant fertilization using fertilizer quantities usually applied agriculture larvae study species coenonympha pamphilus lycaena phlaeas lycaena tityrus pararge aegeria rivula sericealis timandra comae distributed according split brood design host plant treatments comprising control treatment fertilization fertilization treatments input kg ha year respectively tityrus used additional fertilization treatments input kg ha year respectively fertilization increased nitrogen concentration host plant species rumex acetosella poa pratensis decreased survival larvae lepidoptera species clear differences sorrel grass feeding species declining survival rate species contradicts accepted nitrogen limitation hypothesis predicts positive response species performance dietary nitrogen content contrast study presents evidence current fertilization quantities agriculture exceed physiological tolerance common lepidoptera species results suggest negative effect plant fertilization lepidoptera previously underestimated contributes range wide decline lepidoptera,agricultural fertilization global change host plant quality nitrogen limitation hypothesis rearing experiment,2050,349
effective detection environmental dna invasive american bullfrog,american bullfrog rana catesbeiana damaging invasive species worldwide recently developed environmental dna edna based methods proven promising tools detect aquatic invasive species low abundance develop edna based assay bullfrog monitoring designed primer probe set targeted bullfrog dna compared species specificity silico pcr vitro quantitative pcr demonstrated primers successfully amplified bullfrog dna dna native anuran species beijing area silico vitro additionally silico pcr identified small number potentially amplifiable species occurring north america contrast previously reported primer pair specifically targeted bullfrog france amplified dna wide range teleost fish amphibians silico common native species vitro compared commonly used edna extraction methods phenol chloroform isoamyl alcohol pci method cetyltrimethylammonium bromide ctab based extraction qiagen dneasy blood tissue kit efficiency recovering bullfrog edna laboratory aquariums ctab method significantly higher extraction efficacy pci method dneasy kit considerably outperformed methods terms time efficiency costs study provides useful primer set extraction protocol edna based active surveillance bullfrog invasions potentially wide geographical range important implications management invasive species,biological invasion biomonitoring environmental dna silico pcr primer design rana catesbeiana quantitative pcr,1060,187
